mastodon	twitter
@pagliery@mstdn.social	@Jose_Pagliery
marcrod@jouna.host	@marcrod97
@cauchon@mastodon.social	@Cauchon
@pratik@mas.to	@pratikmpawar
@billbarol@journa.host	billbarol
ryanhoulihan@mastodon.social	ryanhoulihan
michaelrdrguez@mstdn.ca	@michaelrdrguez
@ryanlowery@journa.host	@ryanmlowery
@joshua_eaton@journa.host	@joshua_eaton
@ajsadauskas@aus.social	@ajsadauskas
https://aus.social/@joshbutler	joshbutler
@rufposten@social.tchncs.de	@matthiaseberl
@AnnaFeatherstone@aus.social	@FeatherstoneInk
@stephencass@indieweb.social	@stephencass
@krisholt@mastodon.social	@krisholt
@ThinInk@journa.host	@thinink
@L_howes@mastodon.social	@L_Howes
@estarla@mstdn.social	estarLA
@AmandaSchrepf@mastodon.top	@AmandaSchrepf
@vishnu_prasad@mastodon.social	@visheprasad
@rachellense@c.im	@RachelLense
@catherinecadams@journa.host	@catherinecadams
@droidboy@mastodon.social	@boydroid
@vanbadham@mastodon.social	@vanbadham
@irohsint@0sint.social	@jordanwildon
@fiete@mastodon.social	fiete_stegers
@geo_gavalda@piaille.fr	@geo_gavalda
@andrewstroehlein@mastodon.social	@astroehlein
@rwwmike@fosstodon.org	@rwwmike
johnfeng@mastodon.online	@johnsfeng
@tobias@journa.host	@bescheidwisser
@incautius@masthead.social	@incautius
@kalus@mastodon.online	@lauriekalus
@johnbattelle@mastodon.scot	@johnbattelle
@storylab@masthead.social	@abstorylab
https://mastodon.social/@craiggrannell	https://twitter.com/craiggrannell/
@dewanpandora@mastodon.online	@dewanpandora
@sbasu@mastodon.online	https://twitter.com/sbasu_in
@megha@mastodon.world	@meghara
@janinefunke@mastodon.social	@janinefunke
EMS1944	EMS1944
@jasonszep@mastodon.social 	@jasonszep
@BradyDale@mastodon.xyz	@BradyDale
https://mastodon.online/@andybechtel	@andybechtel
@kforde@mastodon.online	@krforde
@jackmjenkins@mastodon.online	@jackmjenkins
@scillaa@mastodon.social	@scilla_alecci
@giacomo@journa.host	@giacomonyt
@andykroll@mastodon.world	@andykroll
@pirhoo@mastodon.social	@pirhoo
@aysrick@notacult.social	@aysrick
@tyburr@mastodon.online	@tyburr
@acetum@mstdn.social	@acetum
@tyburr@mastodon.online	@tyburr
@meglemke@journa.host	@meglemke
@barredo@mastodon.social	somospostpc
jeremysimes@mstdn.ca	@JeremySimes
@neildemause@mastodon.online	@neildemause
@christiedietz@mastodonapp.uk	@asausagehastwo
@susiebright@journa.host	@susiebright
@jpeebles@mastodon.social	@jpeebles
@duncan@masthead.social	mcleodd
@Vittoria@mastodon.social	@Vittoria Pirone
@emmillerwrites@mastodon.online	@emmillerwrites
@nemoore@journa.host	@nemoore_
@izzieramirez@masthead.social	@IzzieRamirez
@brianfagioli@mastodon.xyz	@brianfagioli
@b_fung@masto.ai	@b_fung
@cbick@c.im	@CarolynBick
@Terrortola@awscommunity.social	@terrortola
@darianwoods@econtwitter.net	@darianwoods
@jacobresneck@journa.host	@jacobresneck
rjgianfortune@metalhead.club	rjgianfortune
@andrewmarshall@journa.host	@journotopia
tfl.mastodon.online	@thefashionlaw
@peterbutler@mas.to	https://twitter.com/PeterButlerCNET
@cliffc@sfba.social	@cliffordcolby
@ampressman@mastodon.social	@ampressman
@stevenlevy@mastodon.social	@stevenlevy
@LizzieGibney@mas.to	@LizzieGibney
@dillonliam@mas.to	@dillonliam
@antoinetricot@piaille.fr	@johnmaloko
@alexhern@mastodon.social	@alexhern
@iamgmcnaughton@mastodon.online	@iamgmcnaughton
@ByRobinEpley@sfba.social	@ByRobinEpley
@LauraKBuzz@tech.lgbt	LauraKBuzz
@BrideOfLinux@mastodon.opencloud.lu	@BrideOfLinux
@Kg4gwa@mastodon.sdf.org	@kg4gwa
@cmhenry_@mas.to	@cmhenry_
sharonbutler@journa.host	@twocoats
@bobbybaird@mas.to	@bobbybaird
@robgurwitt@journa.host	@gurwitt
@ThorstenClaus@mstdn	ThorstenClaus
@devilstower@mstdn.social 	Devilstower 
@hawaii@mastodon.social	@hawaii
@major_works@noc.social	@DavidMaliniak
@jenngwalter@mastodon.world	@jenngwalter
https://mastodon.social/@readdanwrite	@readdanwrite
@twittner@mastodon.social	@twittner
@HarrietSalem@mastodon.social	@HarrietSalem
@elliemaeohagan@mas.to	@elliemaeohagan
@msmacb@awscommunity.social	@msmacb
@nicolesandler@mstdn.social	@nicolesandler
christophkoch@masto.ai	christophkoch
@slooterman@masthead.social	@slooterman
@Leonyin@mastodon.social	leonyin
@miriamfauzia@sciencemastodon.com	@so_dendritic
@kevincollier@mastodon.social	@kevincollier
jessicalucas@mas.to	@jesslucaswrites
@timothynoah@mas.to	@timothynoah1
@emilywoodruff@journa.host	@emily_woodruff_
@patcaldwell@journa.host	@patcaldwell
@evawolfangel@chaos.social 	@evawolfangel 
@DanaBlankenhorn@journa.host	@DanaBlankenhorn
@hannahlang@journa.host	@hannahdlang
@sreedevkkumar@mastodon.online	@sreedevkkumar
@stevekatz@journa.host	@steve_katz
@ionacraig@mastodonapp.uk 	@ionacraig
@maretorliss@nerdculture.de	maretorliss
@chrisdunker@journa.host	@ChrisDunkerLJS
@BabsVan@mas.to	@BabsVan
@escapetofreedom@mastodon.social	@escapetofreedom
@drewharwell@mastodon.social	@drewharwell
donnadlu@aus.social	donnadlu
@bethannepatrick@journa.host	@TheBookMaven
@matthewteague@mas.to	@matthewteague
@AnjKhem@mas.to	@AnjKhem
I am on this list but switched servers! (sorry) new handle is @loisparshley@journa.host 	@loisparshley
@jennazucker@toot.community	JennaLZucker
@kmingis@mastodon.online	@kmingis
@leemoran@journa.host	@lee_moran
@richharidy@aus.social	@richharidy
@kylealspach@infosec.exchange	@kylealspach
@ANosthoff@mastodon.social	@annanosthoff
Trubluelefty	Trubluelefty
@andyreports@mstdn.social	@andyreports
@hannahgais@mastodon.social	@hannahgais
@fmaschewski@mastodon.social	@fmaschewski
@JordanFischer@journa.host	@JordanOnRecord
@mcgowankat@mastodon.online	@mcgowankat
@saman@aus.social	@muminprogress
@bertinhuynh@aus.social	@bertinhuynh
@Deborahamosnpr@journa.host	@deborahamos
@theofrancis@mastodon.online	@theofrancis
@nickyphillips@sciencemastodon.com	@nickyphillips_
@hackingbutlegal@infosec.exchange	@hackingbutlegal
@ScottShuey@journa.host	@ScottShuey
@franmolloy@aus.social	@franmolloy
 @aj_vicens@infosec.exchange	@AJVicens
@samjscience@mastodon.social	@samjscience
@stevenmazie@mastodon.world	@stevenmazie
@JenHoward@mstdn.social	@JenHoward
@sarahcrgr@journa.host	@sarahcrgr
@JustAnotherJay@mstdn.ca	JustAnotherJay
@bobmcmillan@infosec.exchange	@bobmcmillan
@guacamayan@journa.host	@guacamayan
scott_blanchard@journa.host 	scott_blanchard
@LifeByStills@journa.host	@LifeByStills
@robsonfletcher@mas.to	@CBCFletch
@leo_puglisi6@aus.social	@Leo_Puglisi6
sabaeitizaz@journa.host	@sabaeitizaz
@frogsandstars@med-mastodon.com	@frogsandstars
@alannasmith@mstdn.ca	alanna_smithh
@alexboyd@journa.host	@alexnboyd
@christianschneider@mastodon.online	@Schneider_CM
kurtkohlstedt@mastodon.social	kurtkohlstedt
@earleyedition@mastodon.cloud	@earleyedition
@cake@mstdn.science	@yezitried
mastodon.social/@michaeledisonhayden	@michaelehayden
@mallorie@journa.host	@malloriesullivn
@jessicaroy@indieweb.social	@jessica_roy
@ER@mastodon.green	@eroston
@AK_OK@journa.host	@AK_OK
@karacarlson@journa.host	@karacarlson2
@andrewgregory@mastodon.online	@twitter
@andrewgregory@mastodon.online	@andrewgregory
@sl007@digitalcourage.social	@sl007
@Euan_MacDonald@mastodon.online	@Euan_MacDonald
@sachinxr@mas.to	@sachinxr
@johnleonard@mastodon.social	_johnleonard@twitter.com
Brandi_Buchman@mstdn.social	@Brandi_Buchman
@emmajourno@mastodon.me.uk	@emmajourno
@stephengraves@mastodon.social	@stephengraves
@eduardosuarez@mstdn.social	@eduardosuarez
@harley@aus.social	harleyd
@thegurkha@mstdn.social	Not anymore!
@trondjs@journa.host	@trondjs
@_shireenahmed_	@_shireenahmed_
@schurt3r@social.tchncs.de	schurt3r
@biancabritton@mastodon.social	@biancabritton
@matteomoschella@mastodon.social 	@matteomoschella
@richmchugh@jorna.host	@richmchugh
@ninilab@mstdn.science	@ninilab
@violastefanello@mastodon.uno	@violastefanello
@jimjamfroo_@mastodon.social	@jimjamfroo
@PlaywrightByrne@mastodon.cloud	@BalkansBohemia
@andywasley@mastodon.scot	@andywasley
@deniseflorez@sunny.garden	@deniseflorez
https://masto.ai/@andrewgregory	@andrewgregory
bookish@mstdn.social	LeahatwhatPrice
@ianrosewrites@scicomm.xyz	@ianrosewrites
@alexwitze@sciencemastodon.com	@alexwitze
@KarimBai@indieweb.social	@KarimBai
@margotwilliams@journa.host	@MargotWilliams
@shayne@mastodon.online	@shaynenuesca
romanmars@mastodon.online	romanmars
@jnwlrvn@todon.nl	@jnwlrvn
@raehodge@mastodon.online	@raehodge
Daftpunkydisco@mastodon.social	@Daftpunkydisco
@ewanspence@mastodon.scot	@ewan
octavia@mastodon.coffee	octavianasr
@ltestai@mastodon.uno	@ltestai
@longuich@m.sclo.nl	@longuich
@coreypein@mastodon.social	coreypein
https://journa.host/@eekshecried	@eekshecried
@meharris@freeradical.zone	@meharris
bbhorne@kolektiva.social	bbhorne
@tod@hci.social	@todmaffin
@mikamckinnon@mastodon.social	@mikamckinnon
@nellgreenfieldboyce@mastodon.social	@nell_sci_npr
@zetasole@mastodon.lol	@zetasole
@cameron@scholar.social	@CameronConaway
@bradhoward@mastodon.social	https://twitter.com/BradHowardNYC
@cardamomaddict@mastodon.social	@cardamomaddict
@KELLYWEILL@mastodon.social	@KELLYWEILL
@witchcore@sfba.social	hooleil
@leehurley@mastodon.lol 	@weemelter
@gs@mas.to	@gabrielsnyder
@franciswilkinson@journa.host	@fdwilkinson
@ken@schwanksta.com	@schwanksta
https://mastodon.world/web/@mattrodier	mattrodierphot1
@evewrites@journa.host	@evewrites
@DanMorain@mas.to	@DanielMorain
@stshank@mstdn.social	stshank
@myersjustinc@mastodon.sdf.org	@myersjustinc
https://mstdn.social/@SarahOConnell	@SarahO_Connell
@JeffStone@infosec.exchange	@JeffStone500
@msafaksari@mastodon.social	@msafaksari
@doubleemmartin@mastodon.social	@doubleemmartin
@susannagranieri@journa.host	@granierisusanna
@fredericl@mastodon.siliconfilter.com	@fredericl
@AnthonyMcIntyre@mastodon.ie	@AnthonyMcIntyre
@dangerousbard@newsie.social	@dangerousbard
markhughesfilms@nerdculture.de	@markhughesfilms
@rtraister@journa.host	@rtraister
@BBCPoppy@mstdn.social	@BBCPoppy
dhamilton@newsie.social	david_hamilton
@ClaireCaulfield@mas.to	@CaulfieldCM
@ashliblow@mas.to	@ashliblow
@chancerydaily@masto.ai	@chancery_daily
@felixfeatures@oslo.town	@felixfeatures
@krstv@ravenation.club	krstv
@davidheath@journa.com	@davidhth
@billbennett@mastodon.nz	@billbennettnz
@DavidBordewyk	@DavidBordewyk
@schubert@qoto.org	@schubertcm
@gustavoturner@mstdn.social	@gustavoturnerx
@frederickgardner@newsie.social	@fre_gardner
@cloudguy	@thatpodcastchap
Vijeescijo	Vijeescijo
@renssgreene@newsie.social	@RenssGreene
@JeffButts@newsie.social	@clefmeister
katielbrooks_@seocommunity.social	katielbrooks_
@clo@newsie.social	@clolecoz
@tlee@newsie.social	@heytommie
@jperkel@sciencemastodon.com	@j_perkel
@cjschexnayder@sfba.social	@cjschexnayder
@n6g6c@mstdn.science	@n6g6c
@alexlowe30@newsie.social	@alexlowe30
pshread@masto.ai	paulshread - shut it down today
@Jfallows@mastodon.online	@JamesFallows
@ipstenu@mastodon.social	Ipstenu
ASilversides	ASilversides
@jmblgr@mastodon.online	jmblgr
@waderoush@masthead.social	wroush
https://eupolicy.social/web/@netopia	@netopiaEU
@ninaberman@mastodon.social 	@ninaberman
@dilpickle1@mastodon.social	Dilpickle1
@andreapitzer@journa.host	@andreapitzer
@sarahnrogers@mstdn.social	@sarahnrogers
Howardowens	Howardowens
@KeeganLeech@astrodon.social	@kKLeechie
@moorehn@mastodon.social	@moorehn
@Jeffkart@newsie.social	@jeffkart
mathewi@journa.host	@mathewi
@leo@twit.social	@leolaporte
robyntomlin@journa.host	@robyntomlin
@aulia@octodon.social	amasna
@dme@mastodon.online	@dewalt
@passthejoe@ruby.social	@passthejoe
@zurairi@kopiti.am	zurairi
@tahmeedshafiq@masto.ai	@tryingtotype
@kirkman@mastodon.social	Kirkman
@jennysplitter@journa.host	jennysplitter
@SeattleBryn@mas.to 	@SeattleBryn
eupolicy.social/web/@netopia	@NEtopiaEU
@policy.social/web/@netopia	@NETOPIAEU
@susieneilson@mas.to	@susieneilson
@nw@ioc.exchange	@nilsweisensee
@sarahstankorb@journa.host	@sarahstankorb
@karenhao@mas.to	@_KarenHao
@ejwillingham@mastodon.social	Elon banned me permanently for parodying him 
@copyrightlately@mastodon.social	copyrightlately
@bedwardstiek@sfba.social	@bedwardstiek
bykriscampbell@sciencemastodon.com	@bykriscampbell
@jackyan@mastodon.social 	@jackyan
@jkuhnhenn@newsie.social	@jkuhnhenn
@theodorasutcliffe@mas.to	@escapeartistes
@aroon@mastodon.social	AroonDeep
MauryBizball@journa.host	@BizballMaury
@ariehkovler@journa.host	ariehkovler
@eriksherman@mastodon.world	@ErikSherman
@dangerousbard@newsie.social	@dangerousbard
@ruskicouch@mastodon.social	@ruskicouch
@ghalfacree@mastodon.social	@ghalfacree
 @lisahafey@mastodonapp.uk	@lisahafey
@drjessbeck@mastodonapp.uk	@drjessbeck
@billweinberg@newsie.social	@Billydub420
@chrisbaars@mas.to	@chbaars
@Grubstreetsteve@mastodon.social	@Grubstreetsteve
@alexjameskane@mastodon.social	@alexjkane
@torynski@mastodon.scot	@torynski
Jamesmilsom@mastodon.social	@jamesmmmsom
@EmmaByrneAuthor@mas.to	SciWriBy
@andrelanglois@mindly.social	@seldonmoore
@philcreighton@mas.to	@phil_creighton
@febb@newsie.social	@febb
@supantha@mastodon.social	https://twitter.com/Tech_Correspond
@jacopo_mazzeo@mastodonapp.uk	@jacopo_mazzeo
@nicolenguyen@tooting.ch	@nicnguyen
@krizanovich@glasgow.social	@krizanovich
@yubal@mas.to	https://twitter.com/Yubal_FM
@lowri@mastodon.me.uk	@lowribytes
@riskybusiness@infosec.exchange	Riskybusiness
@enbrown@journa.host	@enbrown
@KerryTNews@mastodon.social	@KerryTNews
sarahchurchwell@mastodon.world	@sarahchurchwell
@thatdavidharper@mastodon.online	@thatdavidharper
https://mastodon.green/@davidallengreen	@davidallengreen
@RupertCocke@newsie.social	@RupertCocke
@Julirmer@mas.to	@Julirmer
@ju916@chaos.social	@ju916
@PeterBeaumont@mastodonapp.uk	petersbeaumont1
https://mastodon.social/@samfdz	@samfdz
@jlori@mastodon.cloud	@jlori
@Is_Richardson@freeradical.zone	@Is_Richardson
@Sblanco@mas.to	@sblanco
@gregory_manni@climatejustice.rocks	@gregory_manni
@lenlacara@newsie.social	@lenlacara
@evangreer@mastodon.online	@evan_greer
 @KatHughes@bbq.snoot.com	@GizmoShikari
@jimmcd@mastodon.social	@popculturpriest
@equinox@newsie.social	@newspics
00Aaron@social.coop	(I am actively destroying my Twitter due to Elon Musk's new ownership, so it's locked and drastically reducing in quality; don't want to share at this time)
@nickhunebrown@mastodon.social	@nickhunebrown
@LisaBurton@mastodonapp.uk	@BurtonLisa
@ricmac@mastodon.social	@ricmac
jeremygahagan@mastodon.social	@jeremygahagan
@erin_nolan_@journa.host	@erin_nolan_
@sethprince@newsie.social	@seth_prince
@lorenhall@universeodon.com	https://twitter.com/Loren_Hall_Art
RickSmolan@newsie.social	@RickSmolan
@lindsayaellis@mas.to	@lindsayaellis
@chriswere@toot.wales	@ChrsWr
@ChrisTheDj@c.im	@ChrisTheDJ
@EuropeanJournal@newsie.social	@EuropeJournal1
@north@kolektiva.social	@northantara
@elisecutts@sciencemastodon.com	@elisecutts
@kburke@mstdn.social	@_klburke
@mike_mcgb@mastodon.ie	@mike_mcgb
@danfalk@sciencemastodon.com	@danfalk
@micahloewinger@mastodon.online	@MicahLoewinger
@mckenziefunk@journa.host	@mckenziefunk
@PamBaker@newsie.social	@bakercom1
@haydenfield@mstdn.social	@haydenfield
@socialkimly@twit.social	@socialkimly
@ThorstenClaus@mstdn.social	@ThorstenClaus
@johannesgrunert@chaos.social	@johannesgrunert
@mastodon.social/@KaffeePiraten	@KaffeePiraten
Shroombab@chaos.social	Shroombab
@danackerman@mastodon.social	@danackerman
@jaffej@mastodon.social	@justinjaffe
@VirginiaGewin@mastodon.online	@VirginiaGewin
@georgielaud@mindly.social	https://twitter.com/GeorgieRosieL
@shrikant@masthead.social	shrikant
@maeveallsup@techhub.social	https://twitter.com/maevemallsup
Hessiej@mas.to	@hessiejones
CA	Charlottearo
CA@carotherhamobrien	Charlottearo
@wfkars@mastodon.social	@wfkars
@hiltzikm@mstdn.social	@hiltzikm
@nicole@mastodon.cloud	@nicole
@shannonpareil@mastodon.social	@shannonpareil
@gianlucapezzi@mastodon.uno	@stuckjes
@AElliotPR@eupolicy.social	@AElliotPR
@derrickrossignol@mastodon.online	@drossignol_
@techledes@mstdn.social	@techledes
@cooltxchick@mastodon.sdf.org	@cooltxchick
@febb@noc.social	@febb
@mgb@newsie.social	@mgbsaysthings
@rbissio@mastodon.uy	@rbissio
@fcancio@mas.to	@fcancio
@nicktylwalk@masto.ai	@nicktylwalk
@dyanilewis@aus.social	@dyanilewis
nixxin@mstdn.social	@nixxin
camwilson@mastodon.social	cameronwilson
@howard@journa.host	Howardowens
@suka_hiroaki@chaos.social	@suka_hiroaki
@DrMLHarris@mastodon.social	@DrMLHarris
@Mojo@glasgow.social	@videojournalist
@phineas@infosec.exchange	@PhineasJFR
sjrcarson@mstdn.social	@sjrcarson
@glombart@universeodon.com	@GaelLombart
@evanrodgers@mastodon.social	https://twitter.com/evanrodgers
@jsbw@internaut.club	@johnwest
@shaunsindelman@c.im 	@ShaunSindelman
@mikecarlucci@mastodon.social	mikecarlucci
rcourt@mastodon.social	@rcourt
@catharina@zirk.us	@catharinacheung
https://mastodon.online/@journoscholar	@journoscholar
@meheller@researchbuzz.masto.host	@meheller
@mfioretti_en@mastodon.social 	@mfioretti_en
@Jeremy_Hance@journa.host	@jeremy_hance
 @Grubstreetsteve@mastodonapp.uk	 @Grubstreetsteve
@howellspace@qoto.org	@howellspace
@lynngr@mastodon.online	@lynngr
@clairemiller@mstdn.social	clairemilleruk
@sjvn@mastodon.social	sjvn
erosalie@infosec.exchange	NovelSci
@erikdelareguera@mastodon.nu	https://twitter.com/erikdelareguera
@Gabygoldstein@mstdn.social	gaby__goldstein
@acookiecrumbles@indieweb.social	@acookiecrumbles
AlexNSandiego@mas.to	AlexNSandiego 
@DempseyPaul@mastodon.social	@DempseyPaul
@JasonDavis@c.im	davisjsn
@mastodon.social@jperlow	@jperlow
https://mastodon.social/@PaulLev	@PaulLev
@jinkding@newsie.social	@jinkding
@lonny@newsie.social	@lonny_goldsmith
@timrichards@aus.social	@Aerohaveno
Nikkibayley@nerdculture.de	@nikkibayley
@FreedmanAE@mastadon.social	@FreedmanAE
@Jpinder@mastodon.social	@chcosts
@marissarothkopf	@marissarothkopf
tnlnyc@mastodon.social	@tnlnyc
@drewb@mastodon.social	@drewb
@groundup@newsie.social	@GroundUp_News
@ingoelbey@troet.cafe	ingo_berlin@twitter.com
@julyn_daum@mstdn.social	@JulianDaum
wiebkowitz@mstdn.social	@wiebkowitz
@AlastairMcKay@journa.host	@AHMcKay
@johnleonard@mastodon.social	_johnleonard
@schaffertom@mastodon.social	@schaffertom
@marcio_delgado@mastodon.world	@marcio_delgado
@omata@newsie.social	@omata3105
@spodgod@mstdn.social	@karlhodge
@Carl_Zimmer@mastodon.social	@carlzimmer
@BCWilliams71@c.im	BCWilliams71
@tansy@mastodon.lol	@tansyhoskins
@rparloff@journa.host	@rparloff 
@noahshachtman@mstdn.social	@NoahShachtman
 @Mattagius@activism.openworlds.info	@MattAgius
@annika_be@ruhr.social	@annika_be
@khulick@sciencemastodon.com	@khulick
@pd@newsie.social	@pdemetropoulos
@dawnthea@newsie.social	@dawntheapl
@kitoconnell@kolektiva.social 	@KitOConnell 
@mehdihasan@journa.host	@mehdirhasan
@mikeyslezak@aus.social	@mikeyslezak
@amandakhurley@mstdn.social	@amandakhurley
@francesca@mstdn.party	@francescamarief
@TonyWinton@journa.host	@TonyWinton
@nicu@journa.host	@nicucalcea
@pboehler@mastodon.social	BoehlerPatrick
@trailanderror@scicomm.xyz	@weinbergrrrrr
@9brandon@mastodon.social	@9brandon
@tiffanycli@mastodon.social	@tiffanycli
@theJoshMeister@infosec.exchange	@theJoshMeister
@ring2@norden.social 	ring2
@TabathaSouthey@mastodon.social	@TabathaSouthey
@KeineWunder@mastodon.social	@KeineWunder
PodcastSteve@newsie.social	@PodcastSteve
@marcmartorell@mastodon.online	@MarcMartorell3
@Ann@ASilversides	ASilversides 
@laminda@mastodon.social	@laminda
@zidan@journa.host	@ZidanSports
@LizaGross@mastodon.online	@lizabio
jopearl@journa.host	jopearl
@stefanoepifani@mas.to	@stefanoepifani
@jdlahart@journa.host	jdlahart
@beiioso@mastodon.online	@beiioso
seenigel@fashionviz.xyz	@seenigel
@mkeierleber@journa.host	@mkeierleber
@collinleonard@journa.host	@CollinLeonard_
@MorganForde@mstdn.social	@Morgan_forde_
@gernalist@masthead.social 	@gernalist
@andrewheavens@mastodon.scot	@lootplunder
@alexsanz@masthead.social	@AlexSanz
@TJButlerWritesThings@newsy.social	@TJButlerWritesThings
